"module_id","user_id","name","prompt","difficulty_level","scenario","current_value"
"eed58f95-7f6c-4133-b1af-47a6417392ab","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received unexpected feedback or criticism. How did you react to it and what did you learn from the experience?","Beginner","Storytelling",1
"0a6ac116-aca5-4527-aff3-30222af4cd21","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received constructive feedback and how you used it to improve yourself or your work.","Beginner","Storytelling",1
"d4545613-d055-4433-b7b1-3d5d01b6f76c","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you had to respond to a difficult situation. How did you handle it and what did you learn from the experience?","Beginner","Storytelling",1
"ae171604-93eb-48a8-b75b-fb17782b7d1e","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received feedback that was difficult to hear. How did you initially react, and what steps did you take to process and learn from the feedback? How did this experience impact you and your approach to receiving feedback in the future?","Beginner","Storytelling",1
"b56580c0-4ed2-4a24-bddc-a3b9ac86d316","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","What is your typical response when faced with a challenge or obstacle? How do you approach problem-solving and overcoming difficulties in your personal or professional life? Share a specific example of a time when you successfully navigated a challenging situation and the strategies you employed to achieve a positive outcome.","Beginner","Storytelling",1
"a19a5abc-c504-4b85-8cf1-58f389c710a1","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Discuss a time when you received constructive feedback and how you implemented it to improve yourself or your work. How did you feel about the feedback initially? What was the outcome of applying the feedback?","Beginner","Storytelling",1
"c86796d3-6bdf-47d2-8a46-fcb49556ab83","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received unexpected feedback. How did you react to it and what did you learn from the experience?","Beginner","Storytelling",1
"d6887269-0e19-4580-aa42-3c3c302d9220","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received feedback that was difficult to hear. How did you initially react, and how did you ultimately handle the feedback? What did you learn from that experience?","Beginner","Storytelling",1
"9217e1e1-fbf5-4200-9051-33db89df8704","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","How do you typically respond to criticism or feedback? Share a specific example of a time when you received constructive criticism and explain how you handled it. How did you use that feedback to improve yourself or your work?","Beginner","Storytelling",1
"fe4f56e4-57e2-4cb5-a445-4cd1aaa314e5","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received constructive criticism and how you handled it. How did you use the feedback to improve yourself or your work?","Beginner","Storytelling",1
"8ff148db-cf67-416f-a0bb-7225c9440643","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Share your thoughts on how technology has changed the way we communicate.","Beginner","Storytelling",1
"1e93de55-b001-4e04-84ab-9ad308eba1da","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Discuss a time when you received constructive criticism and how you responded to it. How did the feedback impact you and what did you learn from the experience?","Beginner","Storytelling",1
"f796d25a-9b1f-4832-ba18-345bacec061f","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received constructive criticism and how you responded to it. How did it impact your personal or professional growth?","Beginner","Storytelling",1
"ed02a3b8-b377-44fa-ac35-1f601bf8849d","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Prompt: Reflect on a time when you received constructive criticism. How did you initially feel, and how did you ultimately benefit from the feedback?","Beginner","Storytelling",1
"7331dd63-9cd9-4e17-8015-3aecbef5ac32","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Describe a time when you received unexpected good news. How did it make you feel and how did you celebrate or react to the news?","Beginner","Storytelling",1
"c23ce37a-2225-4098-be1e-b1903a9894dc","f8b105c8-7e75-49ff-b325-e1f062834d77","storytelling","Share your thoughts on how technology has changed the way we communicate.","Beginner","Storytelling",1
"ec015371-1275-4c57-bfc7-d4ae7eddb0cf","f8b105c8-7e75-49ff-b325-e1f062834d77","Storytelling","Explain a concept you're passionate about as if teaching it to someone new.","Beginner","education",1
